area_type,availability,size,society,location,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,4 Bedroom,,Ganeshkhind,1500,2,0,87
Super built-up  Area,18-May,2 BHK,SStusan,Ghorpade Peth,1143,2,1,34.2
Plot  Area,Ready To Move,4 Bedroom,,Ghorpadi,3200,4,1,350
Plot  Area,20-Jul,4 Bedroom,,Gokhale Nagar,3170,4,3,250
Built-up  Area,Ready To Move,4 Bedroom,Prsisge,Gultekdi,4800,4,3,420
Super built-up  Area,Ready To Move,3 BHK,,Guruwar peth,1485,2,2,59.4
Super built-up  Area,Ready To Move,3 BHK,Brway G,Hadapsar,1640,3,2,251
Super built-up  Area,Ready To Move,3 BHK,,Hadapsar Industrial Estate,1655,2,1,70.5
Super built-up  Area,22-Jun,2 BHK,,Hingne Khurd,900,2,2,41
Super built-up  Area,Ready To Move,3 BHK,,Jangali Maharaj Road,1600,3,3,69
Built-up  Area,Ready To Move,2 BHK,,Kalyani Nagar,1163,2,2,68
Carpet  Area,Ready To Move,1 BHK,KHatsFl,Karve Nagar,45.06Sq. Meter,2,1,18
Super built-up  Area,Ready To Move,3 BHK,ChionCo,Karve Road,1654,3,,97.8
Super built-up  Area,18-Apr,1 BHK,Asarkia,Kasba Peth,799 - 803,1,0,33.645
Built-up  Area,Ready To Move,4 Bedroom,,Katraj,2100,3,1,1000
Super built-up  Area,18-Jan,3 BHK,NiCodCa,Khadaki,1685,3,3,101
Built-up  Area,Ready To Move,3 BHK,Sksia A,Khadki,1540,3,3,80
Super built-up  Area,18-Jan,2 BHK,Bhmesy ,Kharadi,1265,2,1,72
Super built-up  Area,Ready To Move,3 BHK,,Kondhwa,1200,2,3,38.4
Built-up  Area,Ready To Move,3 BHK,SuodsAc,Kondhwa Budruk,1300,2,1,80
Super built-up  Area,Ready To Move,2 BHK,Vaaldak,Kondhwa Khurd,1009,2,1,65
Super built-up  Area,Ready To Move,3 BHK,,Koregaon Park,1540,3,2,65
Built-up  Area,Ready To Move,3 BHK,,Kothrud,1735,3,3,105
Plot  Area,Ready To Move,4 Bedroom,,Law College Road,2500,4,3,300
Super built-up  Area,Ready To Move,2 BHK,Asara S,Laxmi Road,497,1,1,20
Super built-up  Area,Ready To Move,3 BHK,Taonte ,Lulla Nagar,2480,4,1,265
Built-up  Area,Ready To Move,2 BHK,VHistal,Mahatma Gandhi Road,1142,2,0,35
Super built-up  Area,18-May,3 BHK,,Mangalwar peth,1215,2,2,46.8
Super built-up  Area,Ready To Move,2 BHK,GMown E,Manik Bagh,1070,2,1,48
Super built-up  Area,18-May,2 BHK,Sryalan,Market yard,1125,2,1,32.49
Built-up  Area,18-Jul,2 BHK,,Model colony,1125,2,1,32.49
Super built-up  Area,Ready To Move,2 BHK,Doissa ,Mukund Nagar,1575,2,3,85
Super built-up  Area,18-Dec,2 BHK,SJerse ,Mundhawa,1360,2,1,77.61
Super built-up  Area,Ready To Move,3 BHK,,Nagar Road,1710,3,2,85
Super built-up  Area,18-May,2 BHK,Sryalan,Nana Peth,1200,2,1,34.65
Super built-up  Area,Ready To Move,4 BHK,SNity S,Narayan Peth,2185,3,3,120
Built-up  Area,Ready To Move,4 BHK,Krton S,Narayangaon,2400,4,3,135
Super built-up  Area,Ready To Move,2 BHK,,Navi Peth,1195,2,1,35.84
Super built-up  Area,Ready To Move,2 BHK,Prlla C,Padmavati,1246,2,1,67
Super built-up  Area,Ready To Move,2 BHK,Gundaa ,Parvati Darshan,1012,2,1,45
Super built-up  Area,Ready To Move,2 BHK,,Pashan,998,2,2,65
Plot  Area,Ready To Move,3 Bedroom,,Paud Road,2400,3,1,250
Super built-up  Area,Ready To Move,2 BHK,Brnia G,Pirangut,1130,2,2,85
Super built-up  Area,Ready To Move,3 BHK,Proodt ,Prabhat Road,1744,4,1,210
Super built-up  Area,18-Jul,4 BHK,ProdsWe,Pune Railway Station,2733,5,2,259
Super built-up  Area,Ready To Move,3 BHK,Ajnue A,Rasta Peth,1354,2,1,98
Plot  Area,Ready To Move,10 Bedroom,,Raviwar Peth,3300,9,,450
Super built-up  Area,Ready To Move,2 BHK,Stlomg ,Sadashiv Peth,1389,2,2,94
Plot  Area,Ready To Move,4 Bedroom,Puodsm ,Sahakar Nagar,2970,3,3,130
Super built-up  Area,Ready To Move,3 BHK,Sagalhi,Salunke Vihar,2560,4,,310
Super built-up  Area,Ready To Move,2 BHK,,Sasson Road,1172,2,2,75
Plot  Area,Ready To Move,3 Bedroom,,Satara Road,500,2,1,75
Super built-up  Area,Ready To Move,3 BHK,,Senapati Bapat Road,1495,3,2,60
Super built-up  Area,Ready To Move,2 BHK,DSingSt,Shaniwar Peth,1738,2,1,57.35
Super built-up  Area,Ready To Move,2 BHK,,Shivaji Nagar,1315,2,2,50
Super built-up  Area,Ready To Move,2 BHK,Xeitaa ,Shukrawar Peth,1270,2,3,73
Super built-up  Area,18-May,2 BHK,SNbay G,Sinhagad Road,1160,2,1,52.2
Super built-up  Area,Ready To Move,3 BHK,,Somwar Peth,1450,2,1,67
Built-up  Area,Ready To Move,1 BHK,,Swargate,470,1,1,21
Built-up  Area,Ready To Move,2 BHK,,Tilak Road,1040,2,2,78
Super built-up  Area,Ready To Move,2 BHK,,Uruli Devachi,1205,2,2,29
Super built-up  Area,Ready To Move,3 BHK,,Vadgaon Budruk,1215,2,3,50
Super built-up  Area,Ready To Move,2 BHK,Maoma P,Wadgaon Sheri,1135,2,2,58
Super built-up  Area,Ready To Move,3 BHK,MBodsen,Viman Nagar,1224,2,2,48.95
Built-up  Area,Ready To Move,1 BHK,PrityTr,Vishrant Wadi,664,1,1,34
Super built-up  Area,Ready To Move,3 BHK,Itvir M,Wagholi,1160,2,2,42
Plot  Area,Ready To Move,2 Bedroom,,Wakadewadi,1200,2,0,105
Built-up  Area,18-Aug,3 BHK,,Wanowrie,1220,2,1,35.2
Super built-up  Area,Ready To Move,2 BHK,FoapeWa,Warje,1328,2,2,69
Super built-up  Area,Ready To Move,2 BHK,Raave E,Yerawada,975,2,2,45
Built-up  Area,Ready To Move,3 BHK,RMcesa ,Alandi Road,1907,2,1,200
Built-up  Area,Ready To Move,2 BHK,Beesta ,Ambegaon Budruk,900,2,1,72
Super built-up  Area,Ready To Move,2 BHK,,Anandnagar,1330,2,2,80
Super built-up  Area,Ready To Move,4 BHK,PuoodSk,Aundh,2330,5,1,175
Built-up  Area,Ready To Move,3 BHK,JRarlPe,Aundh Road,1222,3,2,95
Plot  Area,Ready To Move,3 Bedroom,Prleaou,Balaji Nagar,4446,3,2,410
Super built-up  Area,Ready To Move,3 BHK,Ahriaup,Baner,2100,3,1,135
Super built-up  Area,Ready To Move,4 BHK,Adeatlm,Baner road,3335,4,3,290
Built-up  Area,18-Apr,3 Bedroom,Prtates,Bhandarkar Road,3150,3,1,290
Plot  Area,Ready To Move,3 Bedroom,,Bhavani Peth,1320,2,1,95
Plot  Area,Ready To Move,7 Bedroom,,Bibvewadi,820,7,3,140
Plot  Area,Ready To Move,5 Bedroom,,Bopodi,8000,5,3,550
Plot  Area,Ready To Move,4 Bedroom,,Budhwar Peth,2400,5,3,500
Super built-up  Area,Ready To Move,3 BHK,SLnssPr,Bund Garden Road,1330,2,2,46.55
Plot  Area,Ready To Move,4 Bedroom,KrineAq,Camp,2000,4,1,130
Super built-up  Area,18-Jun,2 BHK,Coomee ,Chandan Nagar,1244,2,1,55
Super built-up  Area,Ready To Move,2 BHK,EsadeNS,Dapodi,1000,2,1,50
Super built-up  Area,18-May,3 BHK,,Deccan Gymkhana,1400,3,2,45
Super built-up  Area,Ready To Move,2 BHK,Phens G,Dehu Road,1000,2,2,35
Plot  Area,Ready To Move,2 Bedroom,,Dhankawadi,1056,1,0,250
Super built-up  Area,Ready To Move,3 BHK,,Dhayari Phata,1250,2,2,50
Super built-up  Area,19-Jun,4 BHK,Raard B,Dhole Patil Road,2470 - 2790,5,0,188
Super built-up  Area,18-Aug,2 BHK,,Erandwane,1225,2,2,48
Super built-up  Area,19-Jun,4 BHK,Raard B,Fatima Nagar,2790,5,3,198
Super built-up  Area,Ready To Move,4 BHK,,Fergusson College Road,2800,4,3,365
Super built-up  Area,Ready To Move,3 BHK,Niowshi,Ganesh Peth,1683,3,3,80
Built-up  Area,Ready To Move,2 BHK,AdniaSk,Ganeshkhind,1250,2,2,54
Super built-up  Area,Ready To Move,3 BHK,Maity W,Ghorpade Peth,1305,2,1,110
Plot  Area,Ready To Move,3 Bedroom,,Ghorpadi,3009,3,1,331
Super built-up  Area,Ready To Move,3 BHK,Baowsig,Gokhale Nagar,1150,2,1,57.5
Built-up  Area,Ready To Move,3 BHK,Clsto C,Gultekdi,1654,3,3,70
Carpet  Area,Ready To Move,4 BHK,Trntska,Guruwar peth,4500,3,0,225
Super built-up  Area,18-May,3 BHK,Alestrb,Hadapsar,1890,4,3,125
Super built-up  Area,Ready To Move,2 BHK,,Hadapsar Industrial Estate,1069,2,2,55
Super built-up  Area,Ready To Move,2 BHK,KHityry,Hingne Khurd,750,1,1,18.5
Plot  Area,Ready To Move,4 Bedroom,,Jangali Maharaj Road,675,4,0,140
Built-up  Area,17-Dec,3 Bedroom,,Kalyani Nagar,2400,3,1,177
Plot  Area,Ready To Move,5 Bedroom,,Karve Nagar,1200,4,2,240
Plot  Area,Ready To Move,4 Bedroom,,Karve Road,1410,2,0,280
Super built-up  Area,Ready To Move,3 BHK,Eladero,Kasba Peth,1680,3,3,130
Super built-up  Area,Ready To Move,3 BHK,,Katraj,3500,4,2,500
Super built-up  Area,18-Jul,3 BHK,PualeSk,Khadaki,1700,3,2,93.5
Plot  Area,Ready To Move,4 Bedroom,,Khadki,2200,2,0,150
Super built-up  Area,Ready To Move,3 BHK,Bhmesy ,Kharadi,1595,3,1,105
Super built-up  Area,15-Nov,3 BHK,,Kondhwa,1480,3,,100
Plot  Area,Ready To Move,3 Bedroom,,Kondhwa Budruk,1092,3,1,95
Super built-up  Area,19-Sep,3 BHK,Prood P,Kondhwa Khurd,1866,4,2,245
Super built-up  Area,Ready To Move,3 BHK,RMudeat,Koregaon Park,3895,3,2,390
Super built-up  Area,Ready To Move,3 BHK,,Kothrud,1683,3,2,115
Super built-up  Area,Ready To Move,2 BHK,Tavenew,Law College Road,545,2,1,22.34
Super built-up  Area,Ready To Move,2 BHK,,Laxmi Road,1340,2,2,73
Built-up  Area,21-Dec,3 BHK,,Lulla Nagar,1100,3,2,53
Plot  Area,Ready To Move,1 Bedroom,,Mahatma Gandhi Road,2000,1,0,200
Super built-up  Area,Ready To Move,2 BHK,Sriffhi,Mangalwar peth,1185,2,2,56
Super built-up  Area,18-Aug,2 BHK,SuVue S,Manik Bagh,1025,2,2,27.68
Super built-up  Area,Ready To Move,3 BHK,DSimaUl,Market yard,1730,3,1,95
Super built-up  Area,19-Sep,3 BHK,Orens G,Model colony,1450,3,1,88.6
Super built-up  Area,Ready To Move,3 BHK,Ceiti I,Mukund Nagar,1862,4,1,110
Plot  Area,Ready To Move,4 Bedroom,Adeatlm,Mundhawa,4000,5,1,578
Built-up  Area,Ready To Move,3 BHK,Brica E,Nagar Road,2430,5,2,180
Super built-up  Area,20-Sep,1 BHK,Ranuetz,Nana Peth,783 - 943,1,0,40.55
Super built-up  Area,Ready To Move,2 BHK,,Narayan Peth,1170,2,3,50
Super built-up  Area,Ready To Move,2 BHK,Prionve,Narayangaon,1075,2,2,50
Super built-up  Area,Ready To Move,2 BHK,Niiewin,Navi Peth,1060,2,1,34
Super built-up  Area,17-Jun,2 BHK,,Padmavati,850,2,2,32
Super built-up  Area,Ready To Move,2 BHK,Sashaa ,Parvati Darshan,935,2,1,45.9
Built-up  Area,Ready To Move,4 BHK,Mauner ,Pashan,1905,3,,86
Built-up  Area,Ready To Move,6 Bedroom,,Paud Road,2000,6,3,300
Super built-up  Area,Ready To Move,2 BHK,Aklia R,Pirangut,1125,2,1,47
Plot  Area,Ready To Move,6 Bedroom,,Prabhat Road,600,6,2,75
Built-up  Area,Ready To Move,4 Bedroom,,Pune Railway Station,1500,4,1,105
Built-up  Area,Ready To Move,3 BHK,Malmser,Rasta Peth,1725,3,3,85
Super built-up  Area,Ready To Move,2 BHK,,Raviwar Peth,1120,2,3,36
Super built-up  Area,Ready To Move,3 BHK,Vaontos,Sadashiv Peth,1750,2,2,75
Super built-up  Area,18-Jul,3 BHK,,Sahakar Nagar,2000,3,2,77
Built-up  Area,Ready To Move,3 BHK,Saa 2Ai,Salunke Vihar,1745,3,3,98
Plot  Area,Ready To Move,5 Bedroom,,Sasson Road,750,3,1,95
Super built-up  Area,Ready To Move,3 BHK,Ayaya A,Satara Road,1270,2,2,55.25
Super built-up  Area,Ready To Move,5 BHK,Emine P,Senapati Bapat Road,5384,5,3,420
Super built-up  Area,Ready To Move,2 BHK,NCensun,Shaniwar Peth,1180,2,2,72
Built-up  Area,Ready To Move,2 BHK,SwionMa,Shivaji Nagar,1130,2,1,75
Super built-up  Area,18-Dec,4 BHK,Jaades ,Shukrawar Peth,2774,4,3,197
Super built-up  Area,Ready To Move,3 BHK,SoystAm,Sinhagad Road,1723,3,2,95
Built-up  Area,Ready To Move,2 BHK,PrntaEn,Somwar Peth,1175,2,2,70.5
Super built-up  Area,Ready To Move,3 BHK,Dimes E,Swargate,1607,2,2,112
Built-up  Area,18-May,2 BHK,Ocuil T,Tilak Road,1334,2,1,62
Built-up  Area,Ready To Move,5 Bedroom,,Uruli Devachi,2800,5,3,130
Super built-up  Area,19-Mar,3 BHK,NiCodCa,Vadgaon Budruk,1138,3,2,128
Super built-up  Area,19-Dec,2 BHK,,Wadgaon Sheri,1113,2,1,70
Built-up  Area,Ready To Move,3 BHK,NaensGa,Viman Nagar,1300,2,2,58
Plot  Area,Ready To Move,4 Bedroom,,Vishrant Wadi,2400,4,,350
Built-up  Area,Ready To Move,2 BHK,,Wagholi,1200,2,2,60
Super built-up  Area,Ready To Move,3 BHK,,Wakadewadi,1900,3,2,190
Super built-up  Area,Ready To Move,4 BHK,Lecco C,Wanowrie,5150,4,3,559
Plot  Area,Ready To Move,5 Bedroom,,Warje,1200,5,,290
Super built-up  Area,18-Dec,4 BHK,Goted U,Yerawada,2956,5,,234
Plot  Area,Ready To Move,5 Bedroom,,Alandi Road,1100,5,1,165
Super built-up  Area,18-May,2 BHK,Prcesvy,Ambegaon Budruk,1398,2,1,97
Plot  Area,Ready To Move,2 Bedroom,,Anandnagar,1152,1,0,66
Plot  Area,Ready To Move,4 Bedroom,,Aundh,1200,5,,325
Super built-up  Area,Ready To Move,2 BHK,,Aundh Road,1110,2,2,44.95
Built-up  Area,Ready To Move,2 BHK,Sarch M,Balaji Nagar,1116,2,1,47
Super built-up  Area,Ready To Move,2 BHK,ARngsd ,Baner,1061,2,1,33.84
Super built-up  Area,Ready To Move,1 BHK,,Baner road,620,1,1,86.8
Super built-up  Area,Ready To Move,3 BHK,,Bhandarkar Road,1300,2,2,52
Built-up  Area,Ready To Move,2 BHK,Shana S,Bhavani Peth,1270,2,2,57
Super built-up  Area,18-Apr,2 BHK,,Bibvewadi,966,2,2,50
Plot  Area,Ready To Move,4 Bedroom,,Bopodi,1200,4,1,110
Plot  Area,Ready To Move,4 Bedroom,,Budhwar Peth,1320,4,3,249
Super built-up  Area,Ready To Move,4 BHK,Emine P,Bund Garden Road,3596,5,1,297
Super built-up  Area,18-May,3 BHK,,Camp,1630,3,2,131
Super built-up  Area,Ready To Move,5 BHK,,Chandan Nagar,600,6,3,72
Plot  Area,Ready To Move,4 Bedroom,,Dapodi,600,4,2,60
Super built-up  Area,Ready To Move,2 BHK,Veiewak,Deccan Gymkhana,1202,2,1,65
Plot  Area,Ready To Move,4 Bedroom,,Dehu Road,1200,4,2,250
Built-up  Area,Ready To Move,2 BHK,,Dhankawadi,1300,2,2,80
Plot  Area,Ready To Move,6 Bedroom,,Dhayari Phata,1200,6,2,330
Super built-up  Area,Ready To Move,3 BHK,GMown E,Dhole Patil Road,1360,2,1,70
Super built-up  Area,Ready To Move,2 BHK,Mileeou,Erandwane,1155,2,1,69.18
Super built-up  Area,Ready To Move,3 BHK,Taonte ,Fatima Nagar,2378,3,1,310
Super built-up  Area,Ready To Move,2 BHK,MBrrySt,Fergusson College Road,1011,2,2,38
Built-up  Area,Ready To Move,2 BHK,VaiewV ,Ganesh Peth,1203,2,2,72
Super built-up  Area,19-Dec,3 BHK,Raard B,Ganeshkhind,1645,3,2,113
Super built-up  Area,Ready To Move,3 BHK,Honcyju,Ghorpade Peth,1364,2,3,50
Plot  Area,19-Jan,2 Bedroom,,Ghorpadi,1200,1,1,36
Built-up  Area,Ready To Move,1 BHK,,Gokhale Nagar,1050,2,2,41
Super built-up  Area,Ready To Move,3 BHK,,Gultekdi,1365,3,3,66
Super built-up  Area,Ready To Move,3 BHK,DLhtsen,Guruwar peth,1252,3,3,70
Super built-up  Area,Ready To Move,3 BHK,DLhtsan,Hadapsar,1221,3,2,65
Built-up  Area,Ready To Move,2 BHK,,Hadapsar Industrial Estate,1065,2,1,58
Super built-up  Area,Ready To Move,3 BHK,Ayaya A,Hingne Khurd,1270,2,1,55.25
Built-up  Area,Ready To Move,2 BHK,KVersuj,Jangali Maharaj Road,1032,2,2,45
Super built-up  Area,Ready To Move,4 BHK,,Kalyani Nagar,2900,4,2,325
Super built-up  Area,Ready To Move,3 BHK,NDivaOl,Karve Nagar,1515,2,3,69
Super built-up  Area,Ready To Move,2 BHK,Daganva,Karve Road,1427,2,2,52
Super built-up  Area,Ready To Move,2 BHK,,Kasba Peth,940,2,2,50
Plot  Area,18-Mar,5 Bedroom,,Katraj,800,5,1,95
Super built-up  Area,Ready To Move,3 BHK,SNity S,Khadaki,1460,2,2,80
Super built-up  Area,Ready To Move,3 BHK,Adeatlm,Khadki,2275,4,2,175
Super built-up  Area,21-Sep,3 BHK,Vasisvi,Kharadi,1522,3,2,90
Plot  Area,19-Jan,3 Bedroom,,Kondhwa,3210,4,2,380
Super built-up  Area,Ready To Move,2 BHK,MenueNo,Kondhwa Budruk,1185,2,2,42.67
Super built-up  Area,Ready To Move,13 BHK,,Kondhwa Khurd,5425,13,0,275
Built-up  Area,Ready To Move,3 BHK,Bregae ,Koregaon Park,1800,3,2,125
Super built-up  Area,17-May,2 BHK,,Kothrud,940,2,1,44
Plot  Area,Ready To Move,4 Bedroom,,Law College Road,1200,4,2,135
Super built-up  Area,Ready To Move,3 BHK,,Laxmi Road,1530,3,2,71
Built-up  Area,Ready To Move,2 BHK,Viine P,Lulla Nagar,1050,2,1,48
Super built-up  Area,Ready To Move,2 BHK,Prldsri,Mahatma Gandhi Road,929,2,2,49
Built-up  Area,Ready To Move,4 Bedroom,,Mangalwar peth,3750,5,3,145
Super built-up  Area,Ready To Move,3 BHK,PaantPl,Manik Bagh,1530,3,3,75
Plot  Area,Ready To Move,2 Bedroom,,Market yard,900,2,1,48
Super built-up  Area,Ready To Move,2 BHK,,Model colony,978,2,1,34.22
Built-up  Area,Ready To Move,4 BHK,Prowshi,Mukund Nagar,4041,4,2,345
Super built-up  Area,Ready To Move,1 BHK,,Mundhawa,770,1,2,43.82
Built-up  Area,Ready To Move,2 BHK,,Nagar Road,1066,2,3,55
Super built-up  Area,Ready To Move,1 BHK,Palleon,Nana Peth,635,1,0,28
Super built-up  Area,Ready To Move,2 BHK,Arria G,Narayan Peth,1015,2,1,45
Built-up  Area,Ready To Move,2 BHK,AraraSa,Narayangaon,1175,2,0,54.05
Plot  Area,Ready To Move,4 Bedroom,,Navi Peth,1200,4,2,130
Super built-up  Area,18-May,2 BHK,,Padmavati,1188,2,1,50
Plot  Area,Ready To Move,5 Bedroom,,Parvati Darshan,2400,5,2,700
Super built-up  Area,19-Oct,1 BHK,,Pashan,620,1,1,25
Built-up  Area,Ready To Move,2 BHK,Prsichi,Paud Road,1210,2,0,75
Plot  Area,18-Apr,3 Bedroom,Goe 2me,Pirangut,1000,3,1,90
Super built-up  Area,Ready To Move,3 BHK,Suavea ,Prabhat Road,1500,2,,99
Plot  Area,Ready To Move,4 Bedroom,Aroveth,Pune Railway Station,1800,3,2,190
Super built-up  Area,Ready To Move,2 BHK,MenueNo,Rasta Peth,1185,2,2,43.66
Built-up  Area,Ready To Move,3 BHK,V2lasna,Raviwar Peth,1600,3,3,130
Super built-up  Area,Ready To Move,2 BHK,,Sadashiv Peth,1100,2,1,28
Super built-up  Area,Ready To Move,2 BHK,Jatish ,Sahakar Nagar,1300,2,2,69.23
Super built-up  Area,Ready To Move,2 BHK,MSopsw ,Salunke Vihar,1100,2,1,68
Super built-up  Area,19-Apr,2 BHK,Sisice ,Sasson Road,860,2,1,28.93
Super built-up  Area,18-Jun,2 BHK,,Satara Road,1007,2,1,64
Super built-up  Area,Ready To Move,2 BHK,SagasSa,Senapati Bapat Road,1100,2,2,48
Super built-up  Area,Ready To Move,2 BHK,SMuilan,Shaniwar Peth,1187,2,1,38
Super built-up  Area,Ready To Move,2 BHK,,Shivaji Nagar,1150,2,2,72
Super built-up  Area,Ready To Move,3 BHK,Vancyat,Shukrawar Peth,2400,3,2,252
Super built-up  Area,18-Apr,2 BHK,,Sinhagad Road,1180,2,3,41.94
Super built-up  Area,Ready To Move,3 BHK,PrityTr,Somwar Peth,1820,3,2,85.2
Plot  Area,Ready To Move,6 Bedroom,,Swargate,1200,6,3,180
Plot  Area,Ready To Move,3 Bedroom,,Tilak Road,2400,6,2,775
Super built-up  Area,Ready To Move,4 BHK,,Uruli Devachi,3628,4,1,246
Built-up  Area,Ready To Move,3 BHK,KSideas,Vadgaon Budruk,1430,3,2,70
Super built-up  Area,21-Jan,2 BHK,PrarePa,Wadgaon Sheri,700,2,1,40
Plot  Area,Ready To Move,2 Bedroom,,Viman Nagar,1200,1,0,70
Super built-up  Area,20-Dec,2 BHK,Shmes O,Vishrant Wadi,1165,2,1,40.77
Super built-up  Area,Ready To Move,3 BHK,,Wagholi,1569,3,2,118
Super built-up  Area,Ready To Move,3 BHK,,Wakadewadi,1950,4,3,95
Plot  Area,Ready To Move,2 Bedroom,,Wanowrie,1200,3,1,70
Super built-up  Area,Ready To Move,3 BHK,,Warje,2437,3,2,125
Super built-up  Area,Ready To Move,2 BHK,,Yerawada,950,2,2,46.7
Built-up  Area,18-Jul,3 BHK,NiCodCa,Alandi Road,1685,3,3,115
Super built-up  Area,Ready To Move,4 BHK,,Ambegaon Budruk,3270,4,3,205
Super built-up  Area,Ready To Move,2 BHK,Maantr ,Anandnagar,1314,2,2,110
Super built-up  Area,18-May,3 BHK,,Aundh,1250,3,2,40
Built-up  Area,Ready To Move,2 BHK,AmthaIn,Aundh Road,1130,2,2,68
Plot  Area,Ready To Move,6 Bedroom,,Balaji Nagar,1200,9,3,122
Plot  Area,Ready To Move,6 Bedroom,,Baner,890,5,2,160
Plot  Area,Ready To Move,3 Bedroom,,Baner road,857,3,2,95
Super built-up  Area,Ready To Move,3 BHK,Santste,Bhandarkar Road,2247,3,,145
Super built-up  Area,Ready To Move,3 BHK,Valdsic,Bhavani Peth,1550,3,2,85
Super built-up  Area,Ready To Move,3 BHK,SMaxyay,Bibvewadi,1715,2,2,100
Super built-up  Area,Ready To Move,2 BHK,Koagati,Bopodi,1053,2,1,53
Plot  Area,Ready To Move,3 Bedroom,,Budhwar Peth,1200,3,0,50
Plot  Area,Ready To Move,3 Bedroom,,Bund Garden Road,1800,2,1,230
Built-up  Area,Ready To Move,5 Bedroom,,Camp,2400,4,0,97
Super built-up  Area,Ready To Move,2 BHK,Seityen,Chandan Nagar,1245,1,3,60
Super built-up  Area,Ready To Move,2 BHK,Proodt ,Dapodi,1320,2,1,160
Plot  Area,Ready To Move,4 Bedroom,PrOakSi,Deccan Gymkhana,3940,5,3,265
Built-up  Area,Ready To Move,3 BHK,Pronyt ,Dehu Road,1241,2,1,65
Built-up  Area,Ready To Move,3 BHK,BriumMi,Dhankawadi,2980,4,2,260
Plot  Area,Ready To Move,6 Bedroom,,Dhayari Phata,600,5,3,130
Super built-up  Area,Ready To Move,2 BHK,Vaw 1il,Dhole Patil Road,1090,2,2,57
Super built-up  Area,Ready To Move,3 BHK,ViisePa,Erandwane,1390,2,1,50
Plot  Area,Ready To Move,8 Bedroom,,Fatima Nagar,600,4,3,175
Super built-up  Area,Ready To Move,3 BHK,Leora D,Fergusson College Road,2750,5,2,275
Super built-up  Area,21-Dec,3 BHK,PrarePa,Ganesh Peth,1100,2,1,52.97
Built-up  Area,Ready To Move,2 BHK,HawerMa,Ganeshkhind,1350,2,2,103
Built-up  Area,Ready To Move,2 BHK,,Ghorpade Peth,800,2,2,55
Super built-up  Area,Ready To Move,3 BHK,Klark L,Ghorpadi,1787,3,2,116
Built-up  Area,Ready To Move,3 BHK,,Gokhale Nagar,2400,3,2,220
Super built-up  Area,Ready To Move,4 BHK,Oznzaes,Gultekdi,3700,4,2,325
Super built-up  Area,Ready To Move,3 BHK,Klark L,Guruwar peth,1691,3,2,93.01
Super built-up  Area,18-Jul,4 BHK,Rosha I,Hadapsar,2119,4,3,111
Plot  Area,18-Mar,3 Bedroom,Theanmp,Hadapsar Industrial Estate,2325,3,,95
Plot  Area,Ready To Move,5 Bedroom,,Hingne Khurd,570,5,0,80
Super built-up  Area,Ready To Move,3 BHK,DLhtsnd,Jangali Maharaj Road,1896,3,2,102
Super built-up  Area,17-Oct,3 BHK,Naiewre,Kalyani Nagar,1540,3,2,48.51
Super built-up  Area,Ready To Move,2 BHK,,Karve Nagar,1244,2,2,95
Super built-up  Area,Ready To Move,3 BHK,Naandit,Karve Road,1365,2,2,65
Super built-up  Area,18-May,1 BHK,SaSkyBl,Kasba Peth,580,1,1,27.5
Super built-up  Area,18-Dec,3 BHK,Magiaya,Katraj,1355,3,2,83.87
Plot  Area,Ready To Move,3 Bedroom,,Khadaki,1500,4,2,180
Super built-up  Area,Ready To Move,2 BHK,HMityld,Khadki,1513,2,3,62
Super built-up  Area,Ready To Move,2 BHK,,Kharadi,1175,2,1,41.13
Super built-up  Area,17-Jan,3 BHK,Soitya ,Kondhwa,2087,4,2,139
Super built-up  Area,21-Dec,3 BHK,Sodgere,Kondhwa Budruk,2273,3,2,145
Super built-up  Area,19-May,3 BHK,G conTh,Kondhwa Khurd,2050,3,2,150
Built-up  Area,Ready To Move,2 Bedroom,,Koregaon Park,1200,2,1,75
Super built-up  Area,Ready To Move,2 BHK,,Kothrud,1190,2,3,59
Super built-up  Area,Ready To Move,4 BHK,,Law College Road,600,3,2,85
Super built-up  Area,18-Apr,2 BHK,,Laxmi Road,1019,2,2,49.86
Super built-up  Area,Ready To Move,3 BHK,Prtanha,Lulla Nagar,1830,3,2,133
Plot  Area,Ready To Move,7 Bedroom,,Mahatma Gandhi Road,4278,7,1,299
Super built-up  Area,Ready To Move,2 BHK,MamelKa,Mangalwar peth,1028,2,1,56
Built-up  Area,Ready To Move,2 BHK,Sastaat,Manik Bagh,1300,2,2,100
Super built-up  Area,Ready To Move,2 BHK,Maoma P,Market yard,1160,2,1,67
Super built-up  Area,Ready To Move,3 BHK,,Model colony,1505,3,2,78
Super built-up  Area,Ready To Move,2 BHK,,Mukund Nagar,1250,2,1,55.55
Plot  Area,Ready To Move,1 Bedroom,,Mundhawa,400,2,1,50
Super built-up  Area,Ready To Move,2 BHK,,Nagar Road,1175,2,1,41.68
Super built-up  Area,Ready To Move,2 BHK,Smrryny,Nana Peth,1100,2,2,57.6
Super built-up  Area,Ready To Move,3 BHK,PrBayGa,Narayan Peth,2159,3,2,120
Super built-up  Area,18-May,2 BHK,Jurdsig,Narayangaon,1230,2,1,56.45
Plot  Area,Ready To Move,3 Bedroom,,Navi Peth,1200,4,2,180
Built-up  Area,Ready To Move,5 Bedroom,,Padmavati,3100,6,1,165
